,Date,score,Close
0,2019-11-13,0.6597,188.25874299999998
1,2019-11-14,0.8225,185.99963400000001
2,2019-11-15,0.0,180.52117900000002
3,2019-11-16,0.0,183.34835800000002
4,2019-11-17,0.0,185.119232
5,2019-11-18,0.6705,180.55960100000001
6,2019-11-19,0.3818,177.455551
7,2019-11-20,0.8176,175.698349
8,2019-11-21,0.3182,161.462723
9,2019-11-22,0.5267,150.268173
10,2019-11-23,0.8779,153.417786
11,2019-11-24,0.4939,142.834702
12,2019-11-25,0.875,146.47653200000002
13,2019-11-26,-0.2732,148.965073
14,2019-11-27,0.0,153.010559
15,2019-11-28,0.8885,151.717575
16,2019-11-29,0.4215,155.304153
17,2019-11-30,0.0,152.53968799999998
18,2019-12-01,0.0,151.18573
19,2019-12-02,0.0,149.059158
20,2019-12-03,0.0,147.956421
21,2019-12-04,0.7579,146.747742
22,2019-12-05,0.296,149.24899299999998
23,2019-12-06,0.0,149.194443
24,2019-12-07,0.0,148.768158
25,2019-12-08,0.0772,151.264725
26,2019-12-09,0.1531,148.225174
27,2019-12-10,0.0,146.267044
28,2019-12-11,0.4005,143.608002
29,2019-12-12,0.6369,145.604004
30,2019-12-13,0.0,144.944748
31,2019-12-14,0.9489,142.869232
32,2019-12-15,0.0,143.11498999999998
33,2019-12-16,0.4588,133.61402900000002
34,2019-12-17,0.0,122.603889
35,2019-12-18,0.743,133.092194
36,2019-12-19,0.8625,129.32113600000002
37,2019-12-20,-0.296,129.066055
38,2019-12-21,0.4404,128.130951
39,2019-12-22,0.3818,132.372513
40,2019-12-23,-0.296,128.61409
41,2019-12-24,0.2023,129.063889
42,2019-12-25,0.0,126.45463600000001
43,2019-12-26,0.0,126.361221
44,2019-12-27,0.0,127.214607
45,2019-12-28,0.0,128.322708
46,2019-12-29,0.7089,134.75798
47,2019-12-30,0.0,132.633484
48,2019-12-31,0.0,129.61085500000002
49,2020-01-01,0.5719,130.80200200000002
50,2020-01-02,0.0,127.410179
